id,vehicle_id,route_id,stop_id,lat,lon,delay_seconds,delay_minutes,status,on_time,period,timestamp,date,hour,day_of_week,is_weekend
167,OC-1166,O1,AA540,45.414928753777176,-75.66944838147599,159,2.6,on_time,1,PM Peak,2026-05-12T16:52:25.023174,2026-05-12,16,Tuesday,0
168,OC-1167,95,AA550,45.4142185323079,-75.6523951623056,-93,-1.6,early,1,PM Peak,2026-05-12T17:03:58.023174,2026-05-12,17,Tuesday,0
169,OC-1168,O1,BUS05,45.34278094253974,-75.91004939321913,-62,-1.0,early,1,PM Peak,2026-05-12T16:29:14.023174,2026-05-12,16,Tuesday,0
170,OC-1169,18,BUS01,45.38538121570057,-75.69720313200357,-1,0.0,on_time,1,PM Peak,2026-05-12T17:05:34.023174,2026-05-12,17,Tuesday,0
171,OC-1170,40,BUS03,45.360287690769404,-75.63970075227928,-6,-0.1,on_time,1,PM Peak,2026-05-12T16:25:43.023174,2026-05-12,16,Tuesday,0
172,OC-1171,O2,AA560,45.41209792152071,-75.63973628393218,295,4.9,late,0,PM Peak,2026-05-12T16:19:56.023174,2026-05-12,16,Tuesday,0
173,OC-1172,O1,AA170,45.400331355598695,-75.73538826032619,601,10.0,very_late,0,PM Peak,2026-05-12T16:59:50.023174,2026-05-12,16,Tuesday,0
174,OC-1173,12,AA580,45.42848356465252,-75.6032889421655,282,4.7,late,0,PM Peak,2026-05-12T16:33:24.023174,2026-05-12,16,Tuesday,0
175,OC-1174,O2,AA510,45.42650983243127,-75.70084230970416,-33,-0.6,on_time,1,PM Peak,2026-05-12T17:01:20.023174,2026-05-12,17,Tuesday,0
176,OC-1175,95,AA170,45.397525647225685,-75.73536148875071,16,0.3,on_time,1,PM Peak,2026-05-12T16:58:00.023174,2026-05-12,16,Tuesday,0
177,OC-1176,38,BUS01,45.38514605124412,-75.69449415761318,-22,-0.4,on_time,1,PM Peak,2026-05-12T16:30:26.023174,2026-05-12,16,Tuesday,0
178,OC-1177,38,BUS04,45.27865817768148,-75.74234380418585,23,0.4,on_time,1,PM Peak,2026-05-12T16:52:42.023174,2026-05-12,16,Tuesday,0
179,OC-1178,95,AA560,45.4114606788298,-75.63814842682852,21,0.3,on_time,1,PM Peak,2026-05-12T17:09:24.023174,2026-05-12,17,Tuesday,0
180,OC-1179,7,AA540,45.4166976249212,-75.67041035401918,316,5.3,very_late,0,PM Peak,2026-05-12T17:17:10.023174,2026-05-12,17,Tuesday,0
181,OC-1180,96,AA580,45.42705783431341,-75.60550564505294,0,0.0,on_time,1,PM Peak,2026-05-12T16:24:36.023174,2026-05-12,16,Tuesday,0
182,OC-1181,38,AA550,45.4135541970712,-75.65451410543595,52,0.9,on_time,1,PM Peak,2026-05-12T16:58:21.023174,2026-05-12,16,Tuesday,0
183,OC-1182,O1,AA540,45.41753693938086,-75.669754370471,-111,-1.9,early,1,PM Peak,2026-05-12T16:50:38.023174,2026-05-12,16,Tuesday,0
184,OC-1183,97,AA540,45.417295421405555,-75.66836244944629,-50,-0.8,on_time,1,PM Peak,2026-05-12T17:02:39.023174,2026-05-12,17,Tuesday,0
185,OC-1184,18,BUS01,45.38578504613153,-75.69678254166257,-58,-1.0,on_time,1,PM Peak,2026-05-12T16:26:24.023174,2026-05-12,16,Tuesday,0
186,OC-1185,95,AA500,45.42115018642353,-75.70644541667541,26,0.4,on_time,1,PM Peak,2026-05-12T16:25:05.023174,2026-05-12,16,Tuesday,0
187,OC-1186,38,BUS05,45.34190639660223,-75.91045834486441,197,3.3,late,0,PM Peak,2026-05-12T16:47:03.023174,2026-05-12,16,Tuesday,0
188,OC-1187,O1,AA500,45.42063246354279,-75.70419391389848,69,1.1,on_time,1,PM Peak,2026-05-12T17:15:21.023174,2026-05-12,17,Tuesday,0
189,OC-1188,1,AA580,45.429802220679406,-75.60257819922677,58,1.0,on_time,1,PM Peak,2026-05-12T16:33:16.023174,2026-05-12,16,Tuesday,0
190,OC-1189,2,AA580,45.42624220035666,-75.60489647423655,292,4.9,late,0,PM Peak,2026-05-12T16:55:37.023174,2026-05-12,16,Tuesday,0
191,OC-1190,2,BUS02,45.38056681786894,-75.66461141616193,283,4.7,late,0,PM Peak,2026-05-12T16:24:42.023174,2026-05-12,16,Tuesday,0
192,OC-1191,1,AA170,45.400955283615765,-75.7358520876001,-15,-0.2,on_time,1,PM Peak,2026-05-12T17:12:09.023174,2026-05-12,17,Tuesday,0
193,OC-1192,12,AA490,45.413345532334326,-75.71374778807552,103,1.7,on_time,1,PM Peak,2026-05-12T17:15:05.023174,2026-05-12,17,Tuesday,0
194,OC-1193,12,AA570,45.420602124142526,-75.61998865779408,-10,-0.2,on_time,1,PM Peak,2026-05-12T17:11:18.023174,2026-05-12,17,Tuesday,0
195,OC-1194,7,AA510,45.42469798848361,-75.69835576942961,21,0.3,on_time,1,PM Peak,2026-05-12T16:55:19.023174,2026-05-12,16,Tuesday,0
196,OC-1195,1,AA510,45.42715372613782,-75.6986445883118,20,0.3,on_time,1,PM Peak,2026-05-12T16:19:27.023174,2026-05-12,16,Tuesday,0
197,OC-1196,1,AA520,45.426966872227815,-75.6928956578936,-142,-2.4,early,1,PM Peak,2026-05-12T16:36:33.023174,2026-05-12,16,Tuesday,0
198,OC-1197,O2,AA490,45.41244815589527,-75.71462533592853,79,1.3,on_time,1,PM Peak,2026-05-12T16:50:57.023174,2026-05-12,16,Tuesday,0
199,OC-1198,95,BUS04,45.28090897198866,-75.74236499324837,152,2.5,on_time,1,PM Peak,2026-05-12T16:33:34.023174,2026-05-12,16,Tuesday,0
200,OC-1199,O1,BUS04,45.28185610473249,-75.74575669837002,71,1.2,on_time,1,PM Peak,2026-05-12T16:39:02.023174,2026-05-12,16,Tuesday,0
201,OC-1200,95,AA590,45.43296107541658,-75.58636119668353,276,4.6,late,0,PM Peak,2026-05-12T16:47:33.023174,2026-05-12,16,Tuesday,0
202,OC-1201,2,AA490,45.41126272893328,-75.71589993600178,159,2.6,on_time,1,PM Peak,2026-05-12T16:40:26.023174,2026-05-12,16,Tuesday,0
203,OC-1202,O1,BUS06,45.47652361759527,-75.5046104325792,590,9.8,very_late,0,PM Peak,2026-05-12T16:55:53.023174,2026-05-12,16,Tuesday,0
204,OC-1203,18,BUS02,45.37839671384672,-75.66419288232582,177,3.0,on_time,1,PM Peak,2026-05-12T16:52:57.023174,2026-05-12,16,Tuesday,0
205,OC-1204,O1,BUS05,45.34080621966386,-75.91308602570255,-3,-0.1,on_time,1,PM Peak,2026-05-12T17:07:39.023174,2026-05-12,17,Tuesday,0
206,OC-1205,38,BUS02,45.37838034335711,-75.66529294397496,46,0.8,on_time,1,PM Peak,2026-05-12T16:45:40.023174,2026-05-12,16,Tuesday,0
207,OC-1206,O1,AA550,45.41469194014294,-75.65573146676745,-17,-0.3,on_time,1,PM Peak,2026-05-12T16:44:00.023174,2026-05-12,16,Tuesday,0
208,OC-1207,2,AA490,45.41395518399395,-75.71375292285889,-43,-0.7,on_time,1,PM Peak,2026-05-12T16:47:55.023174,2026-05-12,16,Tuesday,0
209,OC-1208,96,AA170,45.398318583925665,-75.73851107485858,125,2.1,on_time,1,PM Peak,2026-05-12T16:58:29.023174,2026-05-12,16,Tuesday,0
210,OC-1209,38,BUS01,45.38587359450125,-75.6955983596351,573,9.6,very_late,0,PM Peak,2026-05-12T17:17:42.023174,2026-05-12,17,Tuesday,0
211,OC-1210,38,AA500,45.419618920703435,-75.70607124241519,103,1.7,on_time,1,PM Peak,2026-05-12T16:57:54.023174,2026-05-12,16,Tuesday,0
212,OC-1211,2,AA580,45.42645954125412,-75.60488572715002,113,1.9,on_time,1,PM Peak,2026-05-12T17:16:09.023174,2026-05-12,17,Tuesday,0
213,OC-1212,12,BUS01,45.38527370743817,-75.69554570687785,139,2.3,on_time,1,PM Peak,2026-05-12T17:16:08.023174,2026-05-12,17,Tuesday,0
214,OC-1213,O1,BUS05,45.341631324911994,-75.91122611524858,209,3.5,late,0,PM Peak,2026-05-12T16:20:14.023174,2026-05-12,16,Tuesday,0
215,OC-1214,1,AA520,45.42523593875532,-75.69364070137289,618,10.3,very_late,0,PM Peak,2026-05-12T16:37:06.023174,2026-05-12,16,Tuesday,0
216,OC-1215,1,AA520,45.426629378539346,-75.694721658315,-24,-0.4,on_time,1,PM Peak,2026-05-12T17:17:49.023174,2026-05-12,17,Tuesday,0
217,OC-1216,O2,AA010,45.346860531520136,-75.80632067002495,603,10.1,very_late,0,PM Peak,2026-05-12T16:24:42.023174,2026-05-12,16,Tuesday,0
218,OC-1217,38,AA520,45.42529753156832,-75.69123437030412,16,0.3,on_time,1,PM Peak,2026-05-12T16:43:42.023174,2026-05-12,16,Tuesday,0
219,OC-1218,97,AA490,45.414017743516496,-75.71680095003028,-50,-0.8,on_time,1,PM Peak,2026-05-12T16:22:02.023174,2026-05-12,16,Tuesday,0
220,OC-1219,2,AA550,45.41294264681956,-75.6542318232532,297,5.0,late,0,PM Peak,2026-05-12T16:48:41.023174,2026-05-12,16,Tuesday,0
221,OC-1220,18,AA530,45.42238069142193,-75.6835564409112,97,1.6,on_time,1,PM Peak,2026-05-12T17:09:59.023174,2026-05-12,17,Tuesday,0
222,OC-1221,O1,BUS06,45.4762336775674,-75.50611792625799,132,2.2,on_time,1,PM Peak,2026-05-12T16:51:40.023174,2026-05-12,16,Tuesday,0
223,OC-1222,97,AA170,45.40078129634891,-75.73593060189076,-11,-0.2,on_time,1,PM Peak,2026-05-12T16:18:58.023174,2026-05-12,16,Tuesday,0
224,OC-1223,18,AA560,45.41298954131445,-75.64027737995458,-90,-1.5,early,1,PM Peak,2026-05-12T16:40:50.023174,2026-05-12,16,Tuesday,0
225,OC-1224,7,AA590,45.43300104938623,-75.58666658319031,584,9.7,very_late,0,PM Peak,2026-05-12T16:54:48.023174,2026-05-12,16,Tuesday,0
226,OC-1225,38,AA490,45.41274487838204,-75.71516098299858,572,9.5,very_late,0,PM Peak,2026-05-12T16:45:33.023174,2026-05-12,16,Tuesday,0
227,OC-1226,2,AA570,45.41861769153802,-75.61743943332381,36,0.6,on_time,1,PM Peak,2026-05-12T16:57:45.023174,2026-05-12,16,Tuesday,0
228,OC-1227,18,AA500,45.41968749272231,-75.7042095427627,-130,-2.2,early,1,PM Peak,2026-05-12T16:46:06.023174,2026-05-12,16,Tuesday,0
229,OC-1228,95,AA580,45.42642345253358,-75.60425729389223,54,0.9,on_time,1,PM Peak,2026-05-12T16:24:27.023174,2026-05-12,16,Tuesday,0
230,OC-1229,40,BUS04,45.27924109824735,-75.7446419468754,55,0.9,on_time,1,PM Peak,2026-05-12T16:23:49.023174,2026-05-12,16,Tuesday,0
231,OC-1230,38,AA520,45.424456106559354,-75.6929601917507,130,2.2,on_time,1,PM Peak,2026-05-12T16:23:39.023174,2026-05-12,16,Tuesday,0
232,OC-1231,38,AA580,45.42659075934399,-75.60558878188888,322,5.4,very_late,0,PM Peak,2026-05-12T17:08:06.023174,2026-05-12,17,Tuesday,0
233,OC-1232,18,AA530,45.42404086118219,-75.68137796395793,159,2.6,on_time,1,PM Peak,2026-05-12T16:30:17.023174,2026-05-12,16,Tuesday,0
234,OC-1233,7,BUS03,45.36031787235883,-75.63927546608674,198,3.3,late,0,PM Peak,2026-05-12T16:50:07.023174,2026-05-12,16,Tuesday,0
235,OC-1234,97,AA570,45.41760382960557,-75.61972685496602,290,4.8,late,0,PM Peak,2026-05-12T17:17:26.023174,2026-05-12,17,Tuesday,0
236,OC-1235,95,AA560,45.41122468848085,-75.63997065245884,7,0.1,on_time,1,PM Peak,2026-05-12T17:12:48.023174,2026-05-12,17,Tuesday,0
237,OC-1236,18,BUS02,45.37947495039796,-75.6658516918696,-147,-2.5,early,1,PM Peak,2026-05-12T16:49:18.023174,2026-05-12,16,Tuesday,0
238,OC-1237,O1,AA490,45.41253792990633,-75.71467868237036,182,3.0,late,0,PM Peak,2026-05-12T17:00:26.023174,2026-05-12,17,Tuesday,0
239,OC-1238,O2,AA170,45.39775295786028,-75.73657997666372,191,3.2,late,0,PM Peak,2026-05-12T16:49:09.023174,2026-05-12,16,Tuesday,0
240,OC-1239,96,AA510,45.427243867245295,-75.697650491287,36,0.6,on_time,1,PM Peak,2026-05-12T16:22:40.023174,2026-05-12,16,Tuesday,0
241,OC-1240,O2,AA490,45.4111565685048,-75.71416951318271,281,4.7,late,0,PM Peak,2026-05-12T16:52:53.023174,2026-05-12,16,Tuesday,0
242,OC-1241,95,BUS04,45.27945559183875,-75.74232825284354,160,2.7,on_time,1,PM Peak,2026-05-12T16:54:08.023174,2026-05-12,16,Tuesday,0
243,OC-1242,40,BUS01,45.38439154344953,-75.69484309227374,13,0.2,on_time,1,PM Peak,2026-05-12T17:11:19.023174,2026-05-12,17,Tuesday,0
244,OC-1243,O1,AA570,45.41923185284967,-75.6184537431811,-24,-0.4,on_time,1,PM Peak,2026-05-12T16:22:56.023174,2026-05-12,16,Tuesday,0
245,OC-1244,18,AA510,45.426654448424024,-75.69733301417978,-53,-0.9,on_time,1,PM Peak,2026-05-12T16:41:12.023174,2026-05-12,16,Tuesday,0
246,OC-1245,18,AA590,45.43475200879826,-75.58876167245033,195,3.2,late,0,PM Peak,2026-05-12T16:27:15.023174,2026-05-12,16,Tuesday,0
247,OC-1246,40,AA570,45.41981132348862,-75.61621156550231,-18,-0.3,on_time,1,PM Peak,2026-05-12T17:13:57.023174,2026-05-12,17,Tuesday,0
248,OC-1247,O1,BUS04,45.27969362546529,-75.74455268761461,312,5.2,very_late,0,PM Peak,2026-05-12T16:24:49.023174,2026-05-12,16,Tuesday,0
249,OC-1248,38,AA560,45.41479067307014,-75.64005491631652,-9,-0.1,on_time,1,PM Peak,2026-05-12T16:30:45.023174,2026-05-12,16,Tuesday,0
250,OC-1249,12,AA510,45.42737771355475,-75.70059543694532,-72,-1.2,early,1,PM Peak,2026-05-12T16:29:01.023174,2026-05-12,16,Tuesday,0
251,OC-1250,96,BUS04,45.28150557109017,-75.74352787413802,291,4.8,late,0,PM Peak,2026-05-12T16:21:01.023174,2026-05-12,16,Tuesday,0
252,OC-1251,97,AA590,45.43432538022676,-75.58691560874507,-49,-0.8,on_time,1,PM Peak,2026-05-12T16:28:58.023174,2026-05-12,16,Tuesday,0
253,OC-1252,7,BUS02,45.380705451688755,-75.66604987919422,23,0.4,on_time,1,PM Peak,2026-05-12T16:21:25.023174,2026-05-12,16,Tuesday,0
254,OC-1253,95,AA560,45.41279571185213,-75.63986395540121,620,10.3,very_late,0,PM Peak,2026-05-12T17:09:48.023174,2026-05-12,17,Tuesday,0
255,OC-1254,18,BUS03,45.36071322730026,-75.63971832242655,-7,-0.1,on_time,1,PM Peak,2026-05-12T17:15:27.023174,2026-05-12,17,Tuesday,0
256,OC-1255,95,BUS02,45.379527489736766,-75.66489016084616,19,0.3,on_time,1,PM Peak,2026-05-12T17:10:58.023174,2026-05-12,17,Tuesday,0
257,OC-1256,7,AA530,45.424492007680236,-75.68379128078696,158,2.6,on_time,1,PM Peak,2026-05-12T17:13:08.023174,2026-05-12,17,Tuesday,0
258,OC-1257,95,AA580,45.42938356910693,-75.60259533580766,-45,-0.8,on_time,1,PM Peak,2026-05-12T16:56:18.023174,2026-05-12,16,Tuesday,0
259,OC-1258,18,AA490,45.41279727688149,-75.7149465890483,-43,-0.7,on_time,1,PM Peak,2026-05-12T17:10:32.023174,2026-05-12,17,Tuesday,0
260,OC-1259,40,AA490,45.41239834031255,-75.71689331923679,86,1.4,on_time,1,PM Peak,2026-05-12T16:33:36.023174,2026-05-12,16,Tuesday,0
261,OC-1260,1,AA590,45.432544664472175,-75.58967357825115,-15,-0.2,on_time,1,PM Peak,2026-05-12T16:52:43.023174,2026-05-12,16,Tuesday,0
262,OC-1261,12,AA010,45.34885881709009,-75.80665883857634,-37,-0.6,on_time,1,PM Peak,2026-05-12T16:40:12.023174,2026-05-12,16,Tuesday,0
263,OC-1262,7,AA510,45.42731904633261,-75.6982157120457,28,0.5,on_time,1,PM Peak,2026-05-12T16:21:03.023174,2026-05-12,16,Tuesday,0
264,OC-1263,7,BUS03,45.36162342995641,-75.64192398446036,150,2.5,on_time,1,PM Peak,2026-05-12T16:49:04.023174,2026-05-12,16,Tuesday,0
265,OC-1264,12,AA510,45.426111086023546,-75.7005552525587,608,10.1,very_late,0,PM Peak,2026-05-12T16:55:54.023174,2026-05-12,16,Tuesday,0
266,OC-1265,18,AA540,45.41495375801384,-75.66944419307131,-87,-1.4,early,1,PM Peak,2026-05-12T16:39:00.023174,2026-05-12,16,Tuesday,0
267,OC-1266,97,BUS02,45.38162058754265,-75.66461304382874,-37,-0.6,on_time,1,PM Peak,2026-05-12T16:22:44.023174,2026-05-12,16,Tuesday,0
268,OC-1267,1,BUS04,45.278574307360984,-75.74428304442759,15,0.2,on_time,1,PM Peak,2026-05-12T16:57:42.023174,2026-05-12,16,Tuesday,0
269,OC-1268,97,AA580,45.42674925564719,-75.60332714038832,176,2.9,on_time,1,PM Peak,2026-05-12T16:34:52.023174,2026-05-12,16,Tuesday,0
270,OC-1269,96,AA580,45.428029310786314,-75.60204667405762,124,2.1,on_time,1,PM Peak,2026-05-12T16:23:04.023174,2026-05-12,16,Tuesday,0
271,OC-1270,96,AA010,45.348542683165874,-75.80407584230979,32,0.5,on_time,1,PM Peak,2026-05-12T16:45:06.023174,2026-05-12,16,Tuesday,0
272,OC-1271,18,AA010,45.34696450369754,-75.80537158239996,-68,-1.1,early,1,PM Peak,2026-05-12T16:42:49.023174,2026-05-12,16,Tuesday,0
273,OC-1272,2,BUS06,45.47517734275318,-75.50481594501916,-22,-0.4,on_time,1,PM Peak,2026-05-12T17:08:38.023174,2026-05-12,17,Tuesday,0
274,OC-1273,O1,AA520,45.42792327674316,-75.69308587531353,299,5.0,late,0,PM Peak,2026-05-12T17:15:08.023174,2026-05-12,17,Tuesday,0
275,OC-1274,7,AA510,45.42777442060285,-75.7008520648392,619,10.3,very_late,0,PM Peak,2026-05-12T16:22:45.023174,2026-05-12,16,Tuesday,0
276,OC-1275,12,AA170,45.39716762376772,-75.73526651608019,26,0.4,on_time,1,PM Peak,2026-05-12T17:12:27.023174,2026-05-12,17,Tuesday,0
277,OC-1276,96,AA590,45.43201325506081,-75.58698683632471,120,2.0,on_time,1,PM Peak,2026-05-12T17:14:06.023174,2026-05-12,17,Tuesday,0
278,OC-1277,12,AA560,45.41362292547023,-75.64090713357554,-95,-1.6,early,1,PM Peak,2026-05-12T16:42:49.023174,2026-05-12,16,Tuesday,0
279,OC-1278,38,BUS01,45.38557854997982,-75.69645342092696,598,10.0,very_late,0,PM Peak,2026-05-12T16:45:45.023174,2026-05-12,16,Tuesday,0
280,OC-1279,7,BUS03,45.36169724186651,-75.63992289658586,53,0.9,on_time,1,PM Peak,2026-05-12T17:05:41.023174,2026-05-12,17,Tuesday,0
281,OC-1280,2,BUS01,45.38598039265938,-75.69727817405625,38,0.6,on_time,1,PM Peak,2026-05-12T16:23:50.023174,2026-05-12,16,Tuesday,0
282,OC-1281,18,AA570,45.419643676885826,-75.61877401657563,-70,-1.2,early,1,PM Peak,2026-05-12T16:25:27.023174,2026-05-12,16,Tuesday,0
283,OC-1282,97,BUS01,45.38340618793509,-75.6978305793486,598,10.0,very_late,0,PM Peak,2026-05-12T16:29:49.023174,2026-05-12,16,Tuesday,0
284,OC-1283,38,BUS01,45.385791617514414,-75.69769983534005,320,5.3,very_late,0,PM Peak,2026-05-12T16:37:11.023174,2026-05-12,16,Tuesday,0
285,OC-1284,O1,AA590,45.433999591937045,-75.58936005309364,141,2.4,on_time,1,PM Peak,2026-05-12T16:43:15.023174,2026-05-12,16,Tuesday,0
286,OC-1285,1,AA510,45.427125247878976,-75.70086080413681,193,3.2,late,0,PM Peak,2026-05-12T17:16:23.023174,2026-05-12,17,Tuesday,0
287,OC-1286,2,AA540,45.41544860233017,-75.66820213155248,293,4.9,late,0,PM Peak,2026-05-12T17:11:35.023174,2026-05-12,17,Tuesday,0
288,OC-1287,1,AA510,45.425483858030205,-75.6992242428433,90,1.5,on_time,1,PM Peak,2026-05-12T17:04:48.023174,2026-05-12,17,Tuesday,0
289,OC-1288,2,BUS06,45.476592136183804,-75.50440175705317,113,1.9,on_time,1,PM Peak,2026-05-12T16:27:50.023174,2026-05-12,16,Tuesday,0
290,OC-1289,12,AA500,45.420996175841026,-75.70645205047984,581,9.7,very_late,0,PM Peak,2026-05-12T16:20:13.023174,2026-05-12,16,Tuesday,0
291,OC-1290,96,AA500,45.42078509244962,-75.70401453955138,15,0.2,on_time,1,PM Peak,2026-05-12T16:36:19.023174,2026-05-12,16,Tuesday,0
292,OC-1291,18,BUS03,45.36141130516154,-75.64019182925902,-82,-1.4,early,1,PM Peak,2026-05-12T16:32:06.023174,2026-05-12,16,Tuesday,0
293,OC-1292,O2,BUS02,45.381946298638574,-75.66432864083805,324,5.4,very_late,0,PM Peak,2026-05-12T16:24:26.023174,2026-05-12,16,Tuesday,0
294,OC-1293,O2,AA490,45.41456532672941,-75.71359455179699,108,1.8,on_time,1,PM Peak,2026-05-12T16:55:59.023174,2026-05-12,16,Tuesday,0
295,OC-1294,O2,AA520,45.424896966460985,-75.69105946981308,2,0.0,on_time,1,PM Peak,2026-05-12T17:12:37.023174,2026-05-12,17,Tuesday,0
296,OC-1295,7,AA540,45.41544358609777,-75.66971089037153,31,0.5,on_time,1,PM Peak,2026-05-12T17:12:24.023174,2026-05-12,17,Tuesday,0
297,OC-1296,95,BUS05,45.339344861926605,-75.91276283712989,206,3.4,late,0,PM Peak,2026-05-12T16:27:18.023174,2026-05-12,16,Tuesday,0
298,OC-1297,O2,BUS03,45.35963773410986,-75.6397003979661,49,0.8,on_time,1,PM Peak,2026-05-12T16:54:20.023174,2026-05-12,16,Tuesday,0
299,OC-1298,7,AA570,45.41886333279848,-75.61793055995271,-62,-1.0,early,1,PM Peak,2026-05-12T17:02:18.023174,2026-05-12,17,Tuesday,0
300,OC-1299,7,BUS05,45.342071126549435,-75.91348386816883,161,2.7,on_time,1,PM Peak,2026-05-12T17:02:07.023174,2026-05-12,17,Tuesday,0
301,OC-1000,O1,AA500,45.41997956741521,-75.7074418482859,587,9.8,very_late,0,PM Peak,2026-05-12T16:26:50.021252,2026-05-12,16,Tuesday,0
302,OC-1001,2,BUS05,45.33912713071793,-75.91362521904055,177,3.0,on_time,1,PM Peak,2026-05-12T16:31:04.021252,2026-05-12,16,Tuesday,0
303,OC-1002,12,BUS04,45.27879535060275,-75.74340046224889,-115,-1.9,early,1,PM Peak,2026-05-12T17:06:13.021252,2026-05-12,17,Tuesday,0
304,OC-1003,96,BUS01,45.38311276283292,-75.69452279871683,67,1.1,on_time,1,PM Peak,2026-05-12T16:40:10.021252,2026-05-12,16,Tuesday,0
305,OC-1004,7,BUS01,45.38286125504843,-75.69494602348396,-21,-0.3,on_time,1,PM Peak,2026-05-12T16:48:21.021252,2026-05-12,16,Tuesday,0
306,OC-1005,2,AA490,45.41438997746538,-75.71458509587454,-68,-1.1,early,1,PM Peak,2026-05-12T16:51:04.021252,2026-05-12,16,Tuesday,0
307,OC-1006,1,BUS02,45.379514137508835,-75.66479183747491,-31,-0.5,on_time,1,PM Peak,2026-05-12T17:01:44.021252,2026-05-12,17,Tuesday,0
308,OC-1007,O1,AA580,45.42627822059529,-75.60335494672573,15,0.2,on_time,1,PM Peak,2026-05-12T17:04:32.021252,2026-05-12,17,Tuesday,0
309,OC-1008,18,AA490,45.411404005717635,-75.71588810558757,25,0.4,on_time,1,PM Peak,2026-05-12T17:23:31.021252,2026-05-12,17,Tuesday,0
310,OC-1009,O1,AA580,45.426838028123086,-75.6049320887118,-8,-0.1,on_time,1,PM Peak,2026-05-12T16:36:14.021252,2026-05-12,16,Tuesday,0
311,OC-1010,O1,AA490,45.41313655950812,-75.7160207562994,280,4.7,late,0,PM Peak,2026-05-12T17:06:43.021252,2026-05-12,17,Tuesday,0
312,OC-1011,95,AA590,45.433227798975096,-75.58726154299603,314,5.2,very_late,0,PM Peak,2026-05-12T16:43:33.021252,2026-05-12,16,Tuesday,0
313,OC-1012,1,AA540,45.415261812192234,-75.6709290364961,-99,-1.6,early,1,PM Peak,2026-05-12T17:21:14.021252,2026-05-12,17,Tuesday,0
314,OC-1013,12,BUS06,45.475850506176215,-75.50500307496203,590,9.8,very_late,0,PM Peak,2026-05-12T17:24:57.021252,2026-05-12,17,Tuesday,0
315,OC-1014,O1,BUS02,45.37898651003078,-75.66475452746336,-22,-0.4,on_time,1,PM Peak,2026-05-12T16:34:53.021252,2026-05-12,16,Tuesday,0
316,OC-1015,18,BUS06,45.476447985774854,-75.50301069688804,175,2.9,on_time,1,PM Peak,2026-05-12T16:54:22.021252,2026-05-12,16,Tuesday,0
317,OC-1016,7,BUS04,45.2781884655017,-75.7455614034786,-42,-0.7,on_time,1,PM Peak,2026-05-12T16:58:49.021252,2026-05-12,16,Tuesday,0
318,OC-1017,O1,AA520,45.42638563612293,-75.6934609307533,297,5.0,late,0,PM Peak,2026-05-12T17:19:12.021252,2026-05-12,17,Tuesday,0
319,OC-1018,97,BUS02,45.38144311880894,-75.66695407591223,5,0.1,on_time,1,PM Peak,2026-05-12T17:01:15.021252,2026-05-12,17,Tuesday,0
320,OC-1019,O2,AA500,45.42006730075981,-75.70543615280569,138,2.3,on_time,1,PM Peak,2026-05-12T17:11:40.021252,2026-05-12,17,Tuesday,0
321,OC-1020,2,AA560,45.411012981264406,-75.63911163175476,-31,-0.5,on_time,1,PM Peak,2026-05-12T16:54:48.021252,2026-05-12,16,Tuesday,0
322,OC-1021,O2,AA550,45.41465051135738,-75.65251792572064,-28,-0.5,on_time,1,PM Peak,2026-05-12T16:59:18.021252,2026-05-12,16,Tuesday,0
323,OC-1022,18,BUS04,45.279495655410365,-75.74535380385699,-21,-0.3,on_time,1,PM Peak,2026-05-12T17:06:42.021252,2026-05-12,17,Tuesday,0
324,OC-1023,96,AA010,45.34607790696954,-75.80428360553493,1,0.0,on_time,1,PM Peak,2026-05-12T17:06:01.021252,2026-05-12,17,Tuesday,0
325,OC-1024,18,AA540,45.41626942777475,-75.67168497180684,26,0.4,on_time,1,PM Peak,2026-05-12T16:29:05.021252,2026-05-12,16,Tuesday,0
326,OC-1025,O2,BUS03,45.360130824678116,-75.64149695795392,-42,-0.7,on_time,1,PM Peak,2026-05-12T17:20:50.021252,2026-05-12,17,Tuesday,0
327,OC-1026,O1,BUS03,45.36011069514967,-75.63957362433007,-44,-0.7,on_time,1,PM Peak,2026-05-12T17:02:39.021252,2026-05-12,17,Tuesday,0
328,OC-1027,12,BUS05,45.33980460425356,-75.9127531348348,614,10.2,very_late,0,PM Peak,2026-05-12T17:16:41.021252,2026-05-12,17,Tuesday,0
329,OC-1028,O1,AA580,45.42648401678347,-75.60510121065187,118,2.0,on_time,1,PM Peak,2026-05-12T16:55:02.021252,2026-05-12,16,Tuesday,0
330,OC-1029,38,AA010,45.34835376045764,-75.80797123664405,104,1.7,on_time,1,PM Peak,2026-05-12T17:05:17.021252,2026-05-12,17,Tuesday,0
331,OC-1030,O2,AA170,45.39712565183221,-75.73767828604367,-33,-0.6,on_time,1,PM Peak,2026-05-12T16:40:45.021252,2026-05-12,16,Tuesday,0
332,OC-1031,96,AA540,45.41485694722948,-75.6714707526051,301,5.0,very_late,0,PM Peak,2026-05-12T16:44:08.021252,2026-05-12,16,Tuesday,0
333,OC-1032,97,BUS06,45.47689189177178,-75.50537176015405,20,0.3,on_time,1,PM Peak,2026-05-12T16:57:24.021252,2026-05-12,16,Tuesday,0
334,OC-1033,2,AA500,45.42069431449208,-75.70613190132785,22,0.4,on_time,1,PM Peak,2026-05-12T17:10:07.021252,2026-05-12,17,Tuesday,0
